City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Isiro,CD,2021-10-22 17:18:24,2.7739,27.616,69.55,94,99,1.32
297,Izhma,RU,2021-10-22 17:18:24,65.0083,53.9113,34.86,98,100,4.5
298,Hoa Binh,VN,2021-10-22 17:18:25,20.8133,105.3383,66.09,74,100,1.9
299,Sinnamary,GF,2021-10-22 17:18:25,5.3833,-52.95,81.52,83,96,9.86
300,Banda Aceh,ID,2021-10-22 17:17:57,5.5577,95.3222,78.03,87,100,7.38
301,Suzun,RU,2021-10-22 17:18:26,53.7841,82.3116,37.63,56,36,11.5
302,Lasa,IT,2021-10-22 17:18:26,46.6166,10.7002,56.14,84,28,3.83
303,Balkhash,KZ,2021-10-22 17:18:27,46.844,74.9804,41.59,42,93,14.05
304,Gat,IL,2021-10-22 17:17:10,31.61,34.7642,74.08,100,15,10.29
305,Greeley,US,2021-10-22 17:15:39,40.4233,-104.7091,72.07,32,1,1.01
306,Ust-Kulom,RU,2021-10-22 17:18:28,61.6864,53.6902,46.09,92,100,11.56
307,Bengkulu,ID,2021-10-22 17:18:28,-3.8004,102.2655,76.12,90,100,4.14
308,Makat,KZ,2021-10-22 17:18:29,47.6469,53.3463,51.84,81,14,12.17
309,Quatre Cocos,MU,2021-10-22 17:18:29,-20.2078,57.7625,75.31,76,84,8.68
310,Seoul,KR,2021-10-22 17:15:13,37.5683,126.9778,49.44,44,0,1.21
311,College,US,2021-10-22 17:18:30,64.8569,-147.8028,28.58,86,75,0.0
312,Sakaiminato,JP,2021-10-22 17:18:30,35.55,133.2333,58.98,63,75,16.11
313,Aksu,CN,2021-10-22 17:18:31,41.1231,80.2644,55.45,44,100,3.47
314,Badvel,IN,2021-10-22 17:18:31,14.75,79.05,82.35,71,98,4.83
315,Kholmogory,RU,2021-10-22 17:18:31,64.2229,41.656,30.31,99,100,4.05
316,Port Blair,IN,2021-10-22 17:18:32,11.6667,92.75,81.05,81,100,2.24
317,Puerto Ayora,EC,2021-10-22 17:18:33,-0.7393,-90.3518,78.76,78,87,10.02
318,Zhangye,CN,2021-10-22 17:18:33,38.9342,100.4517,49.24,34,26,5.82
319,Saint-Pierre,RE,2021-10-22 17:18:34,-21.3393,55.4781,76.68,81,90,5.75
320,Doha,QA,2021-10-22 17:18:28,25.2867,51.5333,82.38,49,0,12.66
321,Victoria,HK,2021-10-22 17:18:34,22.2855,114.1577,68.32,77,99,4.0
322,Massaguet,TD,2021-10-22 17:18:35,12.4755,15.4365,95.58,25,21,7.52
323,Bima,ID,2021-10-22 17:18:35,-8.4667,118.7167,78.73,82,72,4.59
324,Laguna,US,2021-10-22 17:18:35,38.421,-121.4238,61.11,94,90,4.0
325,Inhambane,MZ,2021-10-22 17:18:36,-23.865,35.3833,73.38,68,40,19.57
326,Yurino,RU,2021-10-22 17:18:36,56.2942,46.3039,51.12,76,49,18.07
327,Kumluca,TR,2021-10-22 17:18:37,36.3703,30.2869,68.72,67,0,4.85
328,Maragogi,BR,2021-10-22 17:14:42,-9.0122,-35.2225,83.41,68,29,12.8
329,Mount Gambier,AU,2021-10-22 17:18:15,-37.8333,140.7667,48.97,93,92,4.14
330,Leshukonskoye,RU,2021-10-22 17:18:38,64.8989,45.7622,32.31,99,100,7.92
331,Dongzhen,CN,2021-10-22 17:18:38,22.3797,110.9389,60.17,81,100,6.04
332,Mogadishu,SO,2021-10-22 17:18:39,2.0371,45.3438,80.01,79,54,9.75
333,Sioux Lookout,CA,2021-10-22 17:18:39,50.1001,-91.917,39.27,81,75,4.61
334,Weyburn,CA,2021-10-22 17:16:18,49.6668,-103.8511,41.22,52,6,17.27
335,Zhuanghe,CN,2021-10-22 17:18:40,39.7008,122.9911,45.28,51,0,5.37
336,Karratha,AU,2021-10-22 17:18:40,-20.7377,116.8463,81.14,36,15,7.58
337,Bandarbeyla,SO,2021-10-22 17:18:40,9.4942,50.8122,78.96,75,9,9.69
338,Wilmington Island,US,2021-10-22 17:18:41,32.0036,-80.9737,83.03,63,1,9.22
339,Alofi,NU,2021-10-22 17:18:41,-19.0595,-169.9187,69.69,78,100,9.22
340,Dudinka,RU,2021-10-22 17:18:42,69.4058,86.1778,13.48,95,85,7.94
341,Geraldton,AU,2021-10-22 17:18:42,-28.7667,114.6,57.61,82,0,10.36
342,Amapa,BR,2021-10-22 17:18:43,1.0,-52.0,90.1,46,99,0.92
343,Tocopilla,CL,2021-10-22 17:18:43,-22.092,-70.1979,65.98,65,10,8.68
344,Conde,BR,2021-10-22 17:14:55,-7.2597,-34.9075,87.26,58,75,11.5
345,Marau,BR,2021-10-22 17:18:44,-28.4492,-52.2,80.55,44,0,4.9
346,Balakhta,RU,2021-10-22 17:18:44,55.38,91.6,38.3,88,100,10.0
347,Dole,FR,2021-10-22 17:18:45,47.0833,5.5,49.91,81,0,5.75
348,Haines Junction,CA,2021-10-22 17:18:45,60.7522,-137.5108,31.95,86,99,0.0
349,Soldato-Aleksandrovskoye,RU,2021-10-22 17:18:45,44.2653,43.7561,54.55,46,0,3.74
350,Aykhal,RU,2021-10-22 17:18:46,66.0,111.5,27.14,91,63,17.36
351,Huarmey,PE,2021-10-22 17:18:46,-10.0681,-78.1522,70.59,72,33,11.63
352,Kaeo,NZ,2021-10-22 17:18:47,-35.1,173.7833,59.32,97,100,19.6
353,Sola,VU,2021-10-22 17:18:47,-13.8833,167.55,79.99,78,89,6.58
354,Olafsvik,IS,2021-10-22 17:18:48,64.8945,-23.7142,41.67,93,100,23.47
355,Fortuna,US,2021-10-22 17:18:48,40.5982,-124.1573,58.98,75,40,1.01
356,Akyab,MM,2021-10-22 17:18:49,20.15,92.9,78.96,76,92,5.08
357,Teguise,ES,2021-10-22 17:18:49,29.0605,-13.564,73.62,53,20,18.41
358,Canutama,BR,2021-10-22 17:18:49,-6.5339,-64.3831,90.7,56,94,3.65
359,Dickinson,US,2021-10-22 17:18:50,29.4608,-95.0513,86.16,75,75,1.01
360,Tuatapere,NZ,2021-10-22 17:18:50,-46.1333,167.6833,48.06,78,99,3.6
361,Vysokogornyy,RU,2021-10-22 17:18:51,50.1167,139.15,17.2,99,91,2.59
362,Westport,US,2021-10-22 17:14:43,41.1415,-73.3579,72.09,59,20,1.01
363,Shatalovo,RU,2021-10-22 17:18:51,54.334,32.4465,44.22,68,60,16.24
364,Grand Forks,US,2021-10-22 17:15:52,47.9417,-97.4337,40.93,68,40,9.22
365,Brae,GB,2021-10-22 17:18:52,60.3964,-1.353,40.91,61,90,15.59
366,Qaqortoq,GL,2021-10-22 17:18:53,60.7167,-46.0333,36.1,97,100,9.35
367,Golden,US,2021-10-22 17:17:05,39.7555,-105.2211,70.65,22,20,1.99
368,Luoyang,CN,2021-10-22 17:17:36,34.6836,112.4536,51.94,66,89,4.85
369,Mayor Pablo Lagerenza,PY,2021-10-22 17:18:53,-19.9309,-60.7718,99.64,27,35,11.59
370,Demirci,TR,2021-10-22 17:18:54,39.0461,28.6589,55.38,50,0,2.39
371,Serpa,PT,2021-10-22 17:18:54,37.9458,-7.5975,73.36,32,0,11.32
372,Chuy,UY,2021-10-22 17:18:55,-33.6971,-53.4616,70.75,47,6,7.31
373,Egvekinot,RU,2021-10-22 17:18:55,66.3167,-179.1667,11.7,87,100,7.02
374,Mikhaylovka,RU,2021-10-22 17:18:56,50.06,43.2379,55.47,64,16,10.45
375,Guntakal,IN,2021-10-22 17:18:56,15.1667,77.3833,79.3,56,99,6.44
376,Romanovka,RU,2021-10-22 17:18:57,51.7443,42.7527,54.16,70,59,12.3
377,Atbasar,KZ,2021-10-22 17:18:57,51.8,68.3333,36.93,96,100,19.48
378,Balabac,PH,2021-10-22 17:18:58,7.9868,117.0645,81.0,80,100,8.25
379,Bijar,IR,2021-10-22 17:18:58,35.8668,47.6051,49.53,45,1,7.05
380,Atlantis,ZA,2021-10-22 17:18:59,-33.5667,18.4834,58.19,93,100,20.33
381,Ihosy,MG,2021-10-22 17:18:59,-22.4,46.1167,68.18,69,43,8.39
382,Kalach-Na-Donu,RU,2021-10-22 17:19:00,48.691,43.5264,56.05,58,5,14.41
383,Coquimbo,CL,2021-10-22 17:19:00,-29.9533,-71.3436,62.33,67,20,17.27
384,Balikpapan,ID,2021-10-22 17:19:01,-1.2675,116.8289,76.35,86,100,4.81
385,Sobolevo,RU,2021-10-22 17:19:01,54.4299,31.8996,43.75,70,47,15.17
386,Boddam,GB,2021-10-22 17:17:20,57.4667,-1.7833,43.12,62,58,10.96
387,Le Pradet,FR,2021-10-22 17:19:02,43.1066,6.0172,65.01,61,0,5.75
388,Vila Franca Do Campo,PT,2021-10-22 17:19:02,37.7167,-25.4333,72.01,63,9,5.19
389,Puerto Del Rosario,ES,2021-10-22 17:15:29,28.5004,-13.8627,76.68,64,75,11.5
390,Raymond,US,2021-10-22 17:19:04,43.9015,-70.4703,70.63,71,50,10.04
391,Katete,UG,2021-10-22 17:19:04,-0.7818,29.7544,62.89,98,100,3.76
392,Karaton,ID,2021-10-22 17:19:05,-6.3424,106.1045,78.96,89,97,1.3
393,Pucallpa,PE,2021-10-22 17:19:05,-8.3791,-74.5539,93.24,52,40,10.36
394,Marystown,CA,2021-10-22 17:19:05,47.1666,-55.1483,55.85,100,83,1.01
395,Kaitangata,NZ,2021-10-22 17:19:06,-46.2817,169.8464,44.83,95,100,2.44
396,Tomatlan,MX,2021-10-22 17:19:06,19.9333,-105.25,89.31,63,26,1.34
397,Domna,RU,2021-10-22 17:19:07,51.8971,113.1573,19.56,93,0,4.47
398,Balkanabat,TM,2021-10-22 17:19:07,39.5108,54.3671,58.89,25,0,12.53
399,Sorland,NO,2021-10-22 17:19:08,67.667,12.6934,40.86,49,100,15.08
400,Artyom,AZ,2021-10-22 17:19:08,40.4723,50.333,62.74,71,46,21.56
401,Arlit,NE,2021-10-22 17:19:09,18.7369,7.3853,94.03,11,8,2.62
402,Amambai,BR,2021-10-22 17:19:09,-23.1042,-55.2258,82.9,47,0,7.87
403,Faya,SA,2021-10-22 17:19:10,18.3851,42.4509,68.52,25,4,13.2
404,Panama City,PA,2021-10-22 17:19:10,8.9936,-79.5197,86.16,77,40,4.61
405,Lamu,KE,2021-10-22 17:19:10,-2.2717,40.902,79.02,77,58,11.92
406,Baruun-Urt,MN,2021-10-22 17:19:11,46.6806,113.2792,32.74,46,0,8.52
407,Roma,US,2021-10-22 17:19:12,43.2128,-75.4557,53.65,72,90,1.99
408,Rivne,UA,2021-10-22 17:19:12,50.6231,26.2274,46.83,46,40,10.4
409,Mayo,US,2021-10-22 17:19:12,38.8876,-76.5119,70.93,54,1,1.99
410,Tezu,IN,2021-10-22 17:19:13,27.9167,96.1667,69.4,89,15,3.18
411,Grand Gaube,MU,2021-10-22 17:19:13,-20.0064,57.6608,76.37,79,91,3.0
412,Liwale,TZ,2021-10-22 17:19:14,-9.7667,37.9333,78.85,52,50,3.47
413,Muriti,TZ,2021-10-22 17:19:14,-1.9833,32.9167,75.72,65,54,5.41
414,Vostok,RU,2021-10-22 17:19:15,46.4856,135.8833,23.72,89,37,3.47
415,Phibun Mangsahan,TH,2021-10-22 17:19:15,15.2447,105.2291,73.38,90,98,8.86
416,Boa Vista,BR,2021-10-22 17:19:16,2.8197,-60.6733,82.38,69,75,3.44
417,Zyryanka,RU,2021-10-22 17:19:17,65.75,150.85,-7.8,96,42,3.56
418,Koungou,YT,2021-10-22 17:19:17,-12.7336,45.2042,78.51,78,0,6.91
419,Salsk,RU,2021-10-22 17:19:18,46.4725,41.5428,55.24,53,0,7.96
420,Chumikan,RU,2021-10-22 17:19:18,54.7183,135.315,37.65,70,100,23.04
421,Shumskiy,RU,2021-10-22 17:19:18,54.8318,99.1328,37.65,60,34,3.02
422,Dandong,CN,2021-10-22 17:19:19,40.1292,124.3947,41.52,63,0,5.44
423,Aswan,EG,2021-10-22 17:15:00,24.0934,32.907,82.15,23,0,13.82
424,Zatoka,UA,2021-10-22 17:19:20,46.0725,30.4654,55.94,75,100,13.06
425,Kieta,PG,2021-10-22 17:19:20,-6.2167,155.6333,77.0,86,100,4.9
426,Lompoc,US,2021-10-22 17:19:21,34.6391,-120.4579,67.84,84,1,0.0
427,Saint-Denis,FR,2021-10-22 17:19:21,48.9167,2.3333,53.08,82,0,5.75
428,Nhulunbuy,AU,2021-10-22 17:19:22,-12.2333,136.7667,81.21,83,47,8.05
429,Shitanjing,CN,2021-10-22 17:19:22,39.2342,106.3439,42.98,61,34,9.15
430,Canberra,AU,2021-10-22 17:15:02,-35.2835,149.1281,53.28,93,8,0.0
431,Whyalla,AU,2021-10-22 17:19:23,-33.0333,137.5833,55.29,82,7,13.8
432,Pisco,PE,2021-10-22 17:19:23,-13.7,-76.2167,67.01,72,0,9.22
433,Tateyama,JP,2021-10-22 17:19:23,34.9833,139.8667,54.1,80,83,19.77
434,Veraval,IN,2021-10-22 17:18:33,20.9,70.3667,78.37,67,1,9.19
435,Marsh Harbour,BS,2021-10-22 17:19:24,26.5412,-77.0636,81.5,68,99,12.28
436,Krasnoselkup,RU,2021-10-22 17:19:25,65.7,82.4667,32.5,100,100,7.74
437,Kavaratti,IN,2021-10-22 17:19:25,10.5669,72.642,82.26,75,32,2.77
438,Lewiston,US,2021-10-22 17:19:26,44.1003,-70.2148,70.86,73,20,11.5
439,Kristianstad,SE,2021-10-22 17:19:26,56.0313,14.1524,46.78,89,20,10.36
440,Zhigansk,RU,2021-10-22 17:19:27,66.7697,123.3711,10.09,99,100,3.33
441,Nichinan,JP,2021-10-22 17:19:27,31.6,131.3667,56.71,70,95,8.08
442,Arvika,SE,2021-10-22 17:19:27,59.6553,12.5852,45.3,66,69,5.59
443,Pirgos,GR,2021-10-22 17:19:28,35.1167,25.7178,69.62,68,10,2.28
444,Usinsk,RU,2021-10-22 17:19:28,65.9939,57.5281,29.46,98,100,12.28
445,Ossora,RU,2021-10-22 17:19:29,59.2353,163.0719,19.11,71,100,4.7
446,Dhidhdhoo,MV,2021-10-22 17:19:29,6.8833,73.1,82.06,75,81,5.03
447,Te Anau,NZ,2021-10-22 17:19:30,-45.4167,167.7167,44.67,94,100,1.01
448,Deputatskiy,RU,2021-10-22 17:19:30,69.3,139.9,-11.43,100,95,1.1
449,Dovers,VC,2021-10-22 17:19:31,12.8833,-61.1833,85.59,72,6,21.81
450,Dukat,RU,2021-10-22 17:19:31,62.55,155.55,-9.65,81,84,0.29
451,Haizhou,CN,2021-10-22 17:19:32,34.5817,119.1289,53.06,61,100,6.2
452,Espanola,US,2021-10-22 17:19:32,35.9911,-106.0806,72.07,18,10,3.62
453,Amol,IR,2021-10-22 17:19:32,36.4696,52.3507,57.7,60,0,4.14
454,Noumea,NC,2021-10-22 17:16:58,-22.2763,166.4572,69.78,88,10,4.41
455,Lipin Bor,RU,2021-10-22 17:19:33,60.2622,37.9763,42.98,72,97,20.56
456,Dingle,PH,2021-10-22 17:19:34,10.9995,122.6711,74.75,94,100,5.08
457,Sogne,NO,2021-10-22 17:19:34,58.0833,7.8167,46.69,62,26,27.25
458,Kirensk,RU,2021-10-22 17:19:34,57.7853,108.1119,33.08,86,67,5.06
459,Cayenne,GF,2021-10-22 17:19:35,4.9333,-52.3333,87.84,78,75,5.01
460,Pauini,BR,2021-10-22 17:19:35,-7.7136,-66.9764,96.44,39,98,3.65
461,Ivanava,BY,2021-10-22 17:19:36,52.1451,25.5365,48.69,48,81,16.24
462,Port Moresby,PG,2021-10-22 17:19:36,-9.4431,147.1797,75.54,86,85,3.42
463,Cockburn Town,TC,2021-10-22 17:19:37,21.4612,-71.1419,84.16,74,40,11.5
464,Iquique,CL,2021-10-22 17:16:08,-20.2208,-70.1431,62.64,64,1,7.63
465,Elizabeth City,US,2021-10-22 17:18:07,36.2946,-76.2511,80.02,70,47,8.01
466,Arman,RU,2021-10-22 17:19:38,59.7,150.1667,19.74,64,100,8.84
467,Galliate,IT,2021-10-22 17:19:38,45.4816,8.6967,63.77,75,0,2.3
468,Domoni,KM,2021-10-22 17:19:39,-12.2569,44.5319,76.12,80,67,4.32
469,Ambad,IN,2021-10-22 17:19:39,19.6167,75.8,70.81,64,2,7.72
470,Vung Tau,VN,2021-10-22 17:15:19,10.346,107.0843,81.46,79,54,12.19
471,Grindavik,IS,2021-10-22 17:19:40,63.8424,-22.4338,43.27,93,90,24.16
472,Juneau,US,2021-10-22 17:19:41,58.3019,-134.4197,45.1,97,90,3.44
473,Rabo De Peixe,PT,2021-10-22 17:19:41,37.8,-25.5833,71.11,68,40,10.36
474,Kaputa,ZM,2021-10-22 17:19:41,-8.4689,29.6619,80.62,57,100,4.41
475,Muroto,JP,2021-10-22 17:19:42,33.2833,134.15,61.54,69,9,23.17
476,Visnes,NO,2021-10-22 17:19:42,59.3556,5.2242,47.57,71,40,29.93
477,Sao Felix Do Xingu,BR,2021-10-22 17:19:43,-6.6447,-51.995,85.98,58,100,4.63
478,Dicabisagan,PH,2021-10-22 17:19:43,17.0818,122.4157,76.77,90,69,5.35
479,Katobu,ID,2021-10-22 17:19:44,-4.9408,122.5276,76.12,91,64,1.25
480,Itaituba,BR,2021-10-22 17:19:44,-4.2761,-55.9836,86.16,74,75,6.91
481,Mandawar,IN,2021-10-22 17:19:45,29.5,78.1333,70.79,58,0,3.62
482,Sangar,RU,2021-10-22 17:19:45,63.9242,127.4739,13.05,97,100,5.08
483,Burnie,AU,2021-10-22 17:19:45,-41.0667,145.9167,56.95,93,100,2.35
484,Narrabri,AU,2021-10-22 17:19:46,-30.3167,149.7833,61.52,73,0,1.01
485,Turayf,SA,2021-10-22 17:19:46,31.6725,38.6637,71.85,37,0,11.5
486,Khunzakh,RU,2021-10-22 17:19:47,42.5394,46.705,48.45,46,0,4.5
487,Guaymas,MX,2021-10-22 17:19:47,27.9333,-110.9,90.32,40,1,0.0
488,Quesnel,CA,2021-10-22 17:15:18,52.9999,-122.5029,52.3,66,40,5.75
489,Pokhara,NP,2021-10-22 17:16:56,28.2333,83.9833,64.38,93,44,1.92
490,Hervey Bay,AU,2021-10-22 17:19:48,-25.2986,152.8535,76.03,87,26,14.18
491,Timra,SE,2021-10-22 17:19:49,62.487,17.3257,33.67,76,75,11.5
492,Wangqing,CN,2021-10-22 17:19:49,43.3218,129.7634,32.65,71,0,1.05
493,Constitucion,CL,2021-10-22 17:19:50,-35.3333,-72.4167,58.5,55,0,17.02
494,Danilovka,RU,2021-10-22 17:19:50,50.3557,44.1168,56.66,60,17,11.99
495,Dubti,ET,2021-10-22 17:19:51,11.7361,41.0853,96.19,20,61,9.46
496,Faanui,PF,2021-10-22 17:19:51,-16.4833,-151.75,78.21,77,19,8.79
497,Elat,IL,2021-10-22 17:19:51,29.5581,34.9482,80.44,50,0,11.5
498,Eloy,US,2021-10-22 17:19:48,32.7559,-111.5548,84.36,21,25,0.45
499,Carroll,US,2021-10-22 17:19:52,39.5501,-77.0164,67.91,59,1,1.99
500,Dutlwe,BW,2021-10-22 17:19:52,-23.9833,23.9,81.07,16,0,7.4
501,Tres Coracoes,BR,2021-10-22 17:19:53,-21.6969,-45.2533,78.22,42,2,6.06
502,Moron,AR,2021-10-22 17:16:58,-34.6534,-58.6198,81.0,51,81,5.99
503,Portadown,GB,2021-10-22 17:19:54,54.4241,-6.4412,53.42,81,77,6.96
504,Erenhot,CN,2021-10-22 17:19:54,43.6475,111.9767,38.32,43,0,7.78
505,Tsumeb,NA,2021-10-22 17:19:54,-19.2333,17.7167,81.95,21,4,11.3
506,Kudahuvadhoo,MV,2021-10-22 17:19:55,2.6708,72.8944,82.74,69,21,8.86
507,Nouadhibou,MR,2021-10-22 17:19:55,20.931,-17.0347,75.18,69,5,18.41
508,Rawlins,US,2021-10-22 17:19:56,41.7911,-107.2387,57.33,35,1,17.27
509,Martapura,ID,2021-10-22 17:19:56,-3.4167,114.85,78.89,94,90,3.44
510,Pascagoula,US,2021-10-22 17:19:57,30.3658,-88.5561,86.05,70,20,3.44
511,Odessa,UA,2021-10-22 17:19:57,46.4775,30.7326,55.33,88,0,2.24
512,Guerrero Negro,MX,2021-10-22 17:19:58,27.9769,-114.0611,72.48,65,43,10.36
513,Staryy Nadym,RU,2021-10-22 17:19:58,65.6118,72.6842,29.3,95,100,4.29
514,Goderich,CA,2021-10-22 17:19:58,43.7501,-81.7165,46.9,70,100,8.05
515,Guilin,CN,2021-10-22 17:19:59,25.2819,110.2864,55.51,84,100,6.85
516,Saurimo,AO,2021-10-22 17:19:59,-9.6608,20.3916,72.75,72,78,3.24
517,Iskateley,RU,2021-10-22 17:20:00,67.6803,53.1512,27.63,98,99,7.16
518,Pandan,PH,2021-10-22 17:20:00,14.0453,124.1694,79.57,87,100,7.29
519,Vao,NC,2021-10-22 17:20:01,-22.6667,167.4833,72.21,80,0,5.95
520,Cabedelo,BR,2021-10-22 17:20:02,-6.9811,-34.8339,88.47,65,99,10.4
521,Gananoque,CA,2021-10-22 17:20:02,44.3334,-76.1661,46.47,81,74,5.53
522,Harper,LR,2021-10-22 17:20:03,4.375,-7.7169,78.57,86,71,9.89
523,Riyadh,SA,2021-10-22 17:18:54,24.6877,46.7219,80.74,24,0,9.98
524,Marfino,RU,2021-10-22 17:20:04,55.7028,37.3822,47.08,62,0,15.66
525,Asyut,EG,2021-10-22 17:15:58,27.181,31.1837,75.72,38,5,10.38
526,Cascais,PT,2021-10-22 17:20:06,38.6979,-9.4215,68.61,52,0,8.99
527,Rybnaya Sloboda,RU,2021-10-22 17:20:06,55.4613,50.1409,51.78,77,100,20.2
528,Businga,CD,2021-10-22 17:20:07,3.3333,20.8833,76.44,78,93,1.57
529,Pontian Kecil,MY,2021-10-22 17:20:07,1.4801,103.3899,78.93,84,89,2.77
530,Vargem Alta,BR,2021-10-22 17:20:08,-20.6714,-41.0069,67.15,85,97,3.2
531,Manati,PR,2021-10-22 17:20:08,18.4275,-66.4921,89.89,65,17,13.15
532,Cairns,AU,2021-10-22 17:20:08,-16.9167,145.7667,78.75,89,75,0.0
533,Koutsouras,GR,2021-10-22 17:20:09,35.0339,25.9469,70.11,68,3,3.38
534,Hambantota,LK,2021-10-22 17:20:09,6.1241,81.1185,79.99,83,35,10.98
535,Consett,GB,2021-10-22 17:16:11,54.854,-1.8316,47.01,84,98,1.77
536,Necochea,AR,2021-10-22 17:20:10,-38.5473,-58.7368,59.04,73,100,7.47
537,Toora-Khem,RU,2021-10-22 17:20:11,52.4675,96.11,30.13,55,22,1.43
538,Robertsport,LR,2021-10-22 17:20:11,6.7533,-11.3686,80.22,81,96,11.74
539,Zaragoza,ES,2021-10-22 17:17:23,41.6561,-0.8773,68.14,59,0,13.0
540,Rafraf,TN,2021-10-22 17:20:12,37.1904,10.1837,73.71,66,43,13.51
541,Daru,PG,2021-10-22 17:20:12,-9.0763,143.2092,78.55,82,88,10.16
542,Muravlenko,RU,2021-10-22 17:20:13,63.7898,74.523,29.48,88,100,14.34
543,Krasnokamensk,RU,2021-10-22 17:20:13,50.0979,118.0369,26.31,85,2,3.0
544,San Andres,CO,2021-10-22 17:20:14,12.5847,-81.7006,87.82,74,40,11.5
545,Alice Springs,AU,2021-10-22 17:20:14,-23.7,133.8833,78.35,21,0,8.05
546,Port Lincoln,AU,2021-10-22 17:20:14,-34.7333,135.8667,54.55,77,3,13.27
547,Viedma,AR,2021-10-22 17:20:15,-40.8135,-62.9967,65.97,25,31,12.46
548,Oistins,BB,2021-10-22 17:20:16,13.0667,-59.5333,86.09,66,40,26.46
549,Khor,RU,2021-10-22 17:20:16,47.8861,134.9464,30.58,78,2,6.82
550,Port Macquarie,AU,2021-10-22 17:20:16,-31.4333,152.9167,59.9,100,11,0.0
551,Zhuhai,CN,2021-10-22 17:20:17,22.2769,113.5678,68.05,73,40,19.57
552,Sangmelima,CM,2021-10-22 17:20:17,2.9333,11.9833,69.76,96,98,2.06
553,Chorozinho,BR,2021-10-22 17:20:18,-4.3003,-38.4978,88.81,42,75,9.17
554,Wajir,KE,2021-10-22 17:20:18,1.7471,40.0573,88.23,39,83,15.75
555,Nuevitas,CU,2021-10-22 17:20:19,21.5453,-77.2644,89.04,61,39,5.44
556,Orsha,BY,2021-10-22 17:20:19,54.5153,30.4053,44.82,67,48,16.15
557,Biltine,TD,2021-10-22 17:20:19,14.5333,20.9167,91.06,17,93,11.77
558,Buluang,PH,2021-10-22 17:20:20,13.3068,123.3425,75.87,92,97,2.53
559,Mankono,CI,2021-10-22 17:20:20,8.0586,-6.1897,83.71,69,76,4.68
560,Tiarei,PF,2021-10-22 17:20:21,-17.5333,-149.3333,77.02,84,43,17.76
561,Pundaguitan,PH,2021-10-22 17:20:21,6.3711,126.1689,81.91,72,95,2.44
562,Labuhan,ID,2021-10-22 17:20:22,-6.8844,112.2051,81.19,77,78,2.93
563,Gubkinskiy,RU,2021-10-22 17:20:22,64.434,76.5026,32.16,98,100,9.01
564,Atambua,ID,2021-10-22 17:20:23,-9.1061,124.8925,75.87,89,79,2.71
565,Tilichiki,RU,2021-10-22 17:20:23,60.4667,166.1,0.59,95,43,6.89
566,Pafos,CY,2021-10-22 17:20:24,34.7667,32.4167,75.11,64,20,6.91
567,Villafranca De Los Barros,ES,2021-10-22 17:20:24,38.5614,-6.3381,70.52,42,0,10.07
568,Najran,SA,2021-10-22 17:20:25,17.4924,44.1277,79.45,25,15,8.93
569,San Patricio,US,2021-10-22 17:20:25,28.017,-97.5169,86.05,57,89,4.63
570,Pine Bluff,US,2021-10-22 17:15:54,34.2284,-92.0032,69.87,47,1,5.99
