City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Bonavista,CA,48.6499,-53.1147,54.12,83,86,22.19,overcast clouds
343,Ouallam,NE,14.3188,2.0866,84.45,47,100,3.38,overcast clouds
344,Ampanihy,MG,-24.7,44.75,70.3,89,40,7.54,scattered clouds
345,Grindavik,IS,63.8424,-22.4338,43.27,93,90,5.75,light rain
346,Goderich,CA,43.7501,-81.7165,47.91,76,100,6.91,overcast clouds
347,Miraflores,MX,19.2167,-98.8083,61.45,87,92,1.07,overcast clouds
348,Pizhanka,RU,57.4604,48.542,31.24,90,100,14.38,snow
349,Nowy Dwor Mazowiecki,PL,52.4302,20.7165,39.29,98,37,5.75,scattered clouds
350,Rio Gallegos,AR,-51.6226,-69.2181,39.25,56,0,17.27,clear sky
351,Sharjah,AE,25.3573,55.4033,81.25,78,0,5.75,clear sky
352,Ayolas,PY,-27.4,-56.9,56.88,68,0,5.01,clear sky
353,Lebu,CL,-37.6167,-73.65,52.12,95,75,4.36,broken clouds
354,Tazmalt,DZ,36.3868,4.3989,59.5,85,71,3.56,broken clouds
355,Hammerfest,NO,70.6634,23.6821,27.05,74,0,17.27,clear sky
356,Roxana,CR,10.2753,-83.7513,80.47,97,90,2.84,overcast clouds
357,Constantine,DZ,36.365,6.6147,58.41,82,75,6.91,broken clouds
358,Louis Trichardt,ZA,-23.0439,29.9032,54.82,87,97,12.48,overcast clouds
359,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,70,90,6.91,overcast clouds
360,Andra,RU,62.5147,65.8878,26.78,91,100,2.13,overcast clouds
361,Ashland,US,40.8167,-82.2665,59.76,96,92,5.97,overcast clouds
362,Raga,SS,8.4596,25.678,71.87,84,100,3.49,overcast clouds
363,Lodja,CD,-3.4833,23.4333,69.26,99,100,1.97,moderate rain
364,Houma,US,29.5958,-90.7195,77.99,92,0,1.01,clear sky
365,Sorland,NO,67.667,12.6934,48.36,96,100,5.73,overcast clouds
366,Taua,BR,-5.9667,-40.3,77.95,62,16,4.99,few clouds
367,Saint Anthony,US,45.0205,-93.218,46.15,69,1,3.0,clear sky
368,San Pedro,PH,14.35,121.0167,78.03,94,90,5.75,heavy intensity rain
369,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,50,85,42.57,overcast clouds
370,Waldoboro,US,44.0954,-69.3756,46.76,67,36,4.29,scattered clouds
371,Mizdah,LY,31.4451,12.9801,64.69,66,0,3.69,clear sky
372,Kem,RU,64.9555,34.5793,25.74,90,99,5.1,overcast clouds
373,Chemal,RU,51.4111,86.005,42.76,62,85,5.84,overcast clouds
374,Nalut,LY,30.3333,10.85,65.14,44,0,7.09,clear sky
375,Lokosovo,RU,61.1333,74.8167,31.46,88,100,5.28,overcast clouds
376,Brunswick,US,41.2381,-81.8418,57.45,96,90,1.99,heavy intensity rain
377,Qaracala,AZ,39.8132,48.9523,55.18,89,10,3.31,clear sky
378,Nordfjordeid,NO,61.9063,5.9915,53.28,100,100,5.84,overcast clouds
379,Iranshahr,IR,27.2025,60.6848,68.34,26,0,6.91,clear sky
380,Umba,RU,66.6871,34.3429,22.78,86,96,0.6,overcast clouds
381,Antalaha,MG,-14.9003,50.2788,74.57,89,87,7.49,light rain
382,Nueva Loja,EC,0.0847,-76.8828,72.36,98,84,2.57,broken clouds
383,Le Moule,GP,16.3332,-61.3473,78.84,73,13,13.33,few clouds
384,Labrea,BR,-7.2586,-64.7981,76.06,90,75,2.15,broken clouds
385,Taoudenni,ML,22.6783,-3.9836,82.54,20,4,10.74,clear sky
386,Basse,DE,52.5518,9.5069,45.19,79,0,8.05,clear sky
387,Abnub,EG,27.2696,31.1511,62.82,63,0,10.33,clear sky
388,Porto Walter,BR,-8.2686,-72.7439,76.98,80,42,3.13,scattered clouds
389,Barsovo,RU,61.1667,73.1667,28.53,86,100,6.15,overcast clouds
390,Mitsamiouli,KM,-11.3847,43.2844,79.27,84,75,15.28,broken clouds
391,Haverfordwest,GB,51.8017,-4.9691,57.16,91,8,1.01,clear sky
392,Zonguldak,TR,41.25,31.8333,43.36,79,85,2.84,overcast clouds
393,Demba,CD,-5.51,22.2667,68.72,98,100,2.75,light rain
394,Montepuez,MZ,-13.1256,38.9997,73.11,78,91,6.93,overcast clouds
395,Bolpur,IN,23.6667,87.7167,81.45,74,97,1.66,overcast clouds
396,Belmonte,BR,-15.8631,-38.8828,77.5,93,82,6.44,broken clouds
397,Honningsvag,NO,70.9821,25.9704,35.44,67,42,14.56,scattered clouds
398,Kilindoni,TZ,-7.9139,39.6668,77.79,80,15,5.86,few clouds
399,Diamantino,BR,-14.4086,-56.4461,71.06,96,100,6.04,overcast clouds
400,Coquimbo,CL,-29.9533,-71.3436,56.93,82,0,1.14,clear sky
401,Vicuna,CL,-30.0319,-70.7081,49.73,28,0,1.34,clear sky
402,Yabrud,SY,33.9674,36.6574,48.52,48,0,4.38,clear sky
403,Barda,AZ,40.3744,47.1267,53.49,61,30,4.47,scattered clouds
404,Batticaloa,LK,7.7102,81.6924,81.97,73,94,9.48,overcast clouds
405,Bertoua,CM,4.5833,13.6833,67.86,96,99,2.24,overcast clouds
406,Mondeville,FR,49.175,-0.3224,56.35,93,0,6.91,clear sky
407,Iskilip,TR,40.7353,34.4739,45.39,81,100,7.16,overcast clouds
408,Tucuman,AR,-26.8241,-65.2226,71.6,30,0,5.75,clear sky
409,Salvador,SV,13.8333,-88.9167,72.0,98,84,1.21,broken clouds
410,Nassau,US,40.7507,-73.5829,61.66,70,90,5.75,overcast clouds
411,Birin,NP,26.8865,88.0718,63.73,67,1,2.44,clear sky
412,Pamfila,GR,39.1567,26.5217,55.17,65,85,23.31,overcast clouds
413,Srinivaspur,IN,13.3333,78.2167,70.81,80,100,5.39,overcast clouds
414,Botevgrad,BG,42.9,23.7833,44.89,84,5,3.13,clear sky
415,Samaipata,BO,-18.15,-63.8667,53.53,53,99,3.44,overcast clouds
416,Usinsk,RU,65.9939,57.5281,16.79,98,100,6.38,overcast clouds
417,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,91,90,1.01,overcast clouds
418,Mabaruma,GY,8.2,-59.7833,74.61,98,100,2.62,overcast clouds
419,Zaysan,KZ,47.4667,84.8667,40.86,33,0,2.21,clear sky
420,Bondoukou,CI,8.0333,-2.8,71.26,97,89,2.19,overcast clouds
421,Tepu,RO,45.9667,27.3667,36.45,69,5,5.86,clear sky
422,Carlos Chagas,BR,-17.7031,-40.7664,72.91,96,100,2.33,overcast clouds
423,Ibotirama,BR,-12.1853,-43.2206,73.92,88,100,3.71,overcast clouds
424,Kosd,HU,47.8079,19.1782,38.14,70,7,2.86,clear sky
425,Point Pleasant,US,40.0832,-74.0682,64.02,77,1,1.01,clear sky
426,Aquiraz,BR,-3.9014,-38.3911,81.18,79,13,11.9,few clouds
427,Sikonge,TZ,-5.6333,32.7667,71.15,42,100,4.14,overcast clouds
428,Malakal,SS,9.5334,31.6605,74.62,51,70,0.65,broken clouds
429,Ajaccio,FR,42.0,8.9167,57.25,88,75,5.75,broken clouds
430,Eirunepe,BR,-6.6603,-69.8736,78.01,78,43,2.64,scattered clouds
431,Rawson,AR,-43.3002,-65.1023,61.86,36,100,33.78,overcast clouds
432,Ribeira Brava,PT,32.65,-17.0667,68.72,62,57,8.46,broken clouds
433,Lusambo,CD,-4.9667,23.45,69.26,99,100,4.94,light rain
434,Agdas,AZ,40.65,47.4761,42.67,74,53,2.98,broken clouds
435,Chimore,BO,-16.9833,-65.1333,69.28,84,100,2.91,light rain
436,Yarkovo,RU,57.4028,67.0786,39.09,83,29,9.93,scattered clouds
437,Nicoya,CR,10.1483,-85.452,72.95,93,97,2.73,overcast clouds
438,Valpacos,PT,41.6075,-7.3109,49.73,80,5,3.13,clear sky
439,Strezhevoy,RU,60.7333,77.5889,30.18,96,100,7.31,light snow
440,Jizan,SA,17.3333,42.6667,81.54,69,9,3.2,clear sky
441,Bloemfontein,ZA,-29.1211,26.214,49.48,76,32,5.75,scattered clouds
442,Lasa,IT,46.6166,10.7002,54.86,26,97,1.83,overcast clouds
443,Mayumba,GA,-3.432,10.6554,76.44,92,100,6.82,light rain
444,Zaltan,LY,32.947,11.8665,69.53,68,8,4.52,clear sky
445,Boden,SE,65.8252,21.6886,39.2,100,100,1.45,light rain
446,Malpe,IN,13.35,74.7167,78.1,81,49,5.08,scattered clouds
447,Carlisle,US,40.2015,-77.1889,60.64,81,100,4.21,light rain
448,Harnosand,SE,62.6323,17.9379,45.0,89,84,8.37,broken clouds
449,Urucara,BR,-2.5364,-57.76,75.65,93,57,2.15,broken clouds
450,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.62,99,99,1.14,overcast clouds
451,Campos,BR,-21.75,-41.3,70.9,89,100,15.55,overcast clouds
452,Plyussa,RU,58.4308,29.3654,36.68,85,100,9.93,overcast clouds
453,Kirkwall,GB,58.9848,-2.9587,50.34,87,90,13.8,overcast clouds
454,Emba,KZ,48.8264,58.1442,44.94,66,100,8.05,overcast clouds
455,Igrim,RU,63.1906,64.4162,27.27,92,100,1.07,overcast clouds
456,Qostanay,KZ,53.1667,63.5833,44.89,93,75,6.71,light rain
457,Pont-Rouge,CA,46.7566,-71.6978,42.49,79,6,2.8,clear sky
458,Rakiv Lis,UA,51.6217,24.9243,33.85,77,75,5.55,broken clouds
459,Faya,SA,18.3851,42.4509,53.71,61,6,2.13,clear sky
460,Zharkent,KZ,44.1628,80.0,49.44,35,0,2.68,clear sky
461,Aligudarz,IR,33.4006,49.6949,40.59,59,0,3.49,clear sky
462,Zlobin,HR,45.2924,14.6541,43.9,40,0,10.36,clear sky
463,Guarapari,BR,-20.6667,-40.4975,78.69,95,94,15.08,overcast clouds
464,Geraldton,AU,-28.7667,114.6,63.01,88,75,19.57,broken clouds
465,Rorvik,NO,64.8621,11.2373,49.1,95,100,13.85,overcast clouds
466,Pangody,RU,65.85,74.4859,20.98,87,49,12.64,scattered clouds
467,Mariental,NA,-24.6333,17.9667,59.86,34,0,4.16,clear sky
468,Camacupa,AO,-12.0167,17.4833,63.23,94,100,6.22,light rain
469,Normandin,CA,48.8333,-72.5321,37.71,79,36,5.75,scattered clouds
470,Praia,CV,14.9215,-23.5087,77.54,73,20,14.97,few clouds
471,Shelburne,CA,44.0787,-80.2041,48.18,92,100,4.61,overcast clouds
472,Hetauda,NP,27.4284,85.0322,74.55,71,0,1.72,clear sky
473,Kalofer,BG,42.6167,24.9833,33.12,82,4,0.87,clear sky
474,Vieux Fort,LC,13.7167,-60.95,81.72,78,40,25.32,scattered clouds
475,Butwal,NP,27.7006,83.4484,75.24,67,0,1.21,clear sky
476,Matasaru,RO,44.7167,25.4167,43.95,57,98,7.85,overcast clouds
477,Gambela,ET,8.25,34.5833,72.79,57,52,4.16,broken clouds
478,Benghazi,LY,32.1167,20.0667,76.3,44,100,10.98,overcast clouds
479,Thunder Bay,CA,48.4001,-89.3168,38.55,84,1,5.75,clear sky
480,Pimenteiras,BR,-6.2453,-41.4192,76.66,74,41,1.36,scattered clouds
481,Dehloran,IR,32.6941,47.2679,69.66,18,0,4.09,clear sky
482,San Jose De Ocoa,DO,18.55,-70.5,66.9,89,8,4.76,clear sky
483,Tabou,CI,4.423,-7.3528,76.86,85,100,7.14,overcast clouds
484,Dahanu,IN,19.9667,72.7333,76.42,77,2,4.43,clear sky
485,Alta Floresta,BR,-9.8756,-56.0861,71.76,98,90,3.94,moderate rain
486,Dolores,AR,-36.3132,-57.6792,56.57,53,0,14.05,clear sky
487,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,17.27,overcast clouds
488,Kasane,BW,-17.8167,25.15,70.12,59,77,4.43,light rain
489,Shumyachi,RU,53.8583,32.4242,28.83,88,19,4.12,few clouds
490,Abha,SA,18.2164,42.5053,53.42,82,0,0.0,clear sky
491,Ruwi,OM,23.5996,58.5507,80.29,52,5,1.66,clear sky
492,Ambovombe,MG,-25.1667,46.0833,72.19,89,41,4.56,scattered clouds
493,Boddam,GB,57.4667,-1.7833,51.39,84,66,20.15,broken clouds
494,Pentecoste,BR,-3.7928,-39.2703,80.67,78,2,4.16,clear sky
495,Callaway,US,30.153,-85.5699,71.53,95,90,4.0,light rain
496,Lebowakgomo,ZA,-24.2,29.5,58.1,88,25,4.43,scattered clouds
497,Kashi,CN,39.4547,75.9797,54.27,31,20,8.95,few clouds
498,Acarau,BR,-2.8856,-40.12,79.38,76,4,15.55,clear sky
499,Medvezhyegorsk,RU,62.9167,34.4667,29.68,78,100,5.57,light snow
500,Sfantu Gheorghe,RO,45.8667,25.7833,39.27,86,8,2.75,clear sky
501,Potosi,BO,-19.5836,-65.7531,38.91,73,75,5.84,broken clouds
502,Dwarka,IN,22.2394,68.9678,80.13,50,5,6.06,clear sky
503,Pankrushikha,RU,53.8319,80.3406,45.21,57,100,16.62,overcast clouds
504,Jardim,BR,-21.4803,-56.1381,64.53,81,78,4.03,broken clouds
505,Sedhiou,SN,12.7081,-15.5569,75.85,92,98,2.24,light rain
506,Tsumeb,NA,-19.2333,17.7167,67.55,24,4,3.94,clear sky
507,Basoko,CD,1.2391,23.616,69.94,97,100,2.3,light rain
508,Dhidhdhoo,MV,6.8833,73.1,82.08,77,76,7.14,broken clouds
509,Agirish,RU,61.9247,63.0231,29.16,94,100,0.96,overcast clouds
510,Knysna,ZA,-34.0363,23.0471,48.58,79,0,2.82,clear sky
511,Santa Marta,CO,11.2408,-74.199,80.65,83,40,6.91,scattered clouds
512,Bakchar,RU,57.0186,82.0711,46.85,83,100,14.29,overcast clouds
513,Mumbwa,ZM,-14.9783,27.0619,70.63,51,58,3.96,broken clouds
514,Muravlenko,RU,63.7898,74.523,22.71,90,96,7.81,overcast clouds
515,Copiapo,CL,-27.3667,-70.3333,53.29,58,0,1.28,clear sky
516,Cotonou,BJ,6.3654,2.4183,78.78,94,20,3.44,few clouds
517,Vidalia,US,32.2177,-82.4135,69.28,77,1,0.0,clear sky
518,Zhezkazgan,KZ,47.8043,67.7144,42.21,48,100,7.31,overcast clouds
519,Oistins,BB,13.0667,-59.5333,78.89,83,75,26.46,broken clouds
520,Kavarna,BG,43.4333,28.3333,40.28,80,2,10.8,clear sky
521,Shahr-E Babak,IR,30.1165,55.1186,52.0,31,0,0.78,clear sky
522,Marystown,CA,47.1666,-55.1483,51.85,100,100,8.01,overcast clouds
523,Bahia Honda,CU,22.9036,-83.1592,77.94,89,100,6.11,light rain
524,Linden,GY,6.0,-58.3,78.94,98,99,2.64,overcast clouds
525,Jupiter,US,26.9342,-80.0942,79.05,95,100,5.84,overcast clouds
526,Adre,TD,13.4667,22.2,75.81,28,27,12.95,scattered clouds
527,Suleja,NG,9.1758,7.1808,71.22,86,63,2.62,broken clouds
528,Ornskoldsvik,SE,63.2909,18.7153,34.75,100,90,4.61,overcast clouds
529,Ballina,AU,-28.8667,153.5667,69.98,88,90,6.91,moderate rain
530,Juba,SS,4.8517,31.5825,72.01,75,33,2.77,scattered clouds
531,Viedma,AR,-40.8135,-62.9967,66.43,36,82,36.73,broken clouds
532,Carmo,BR,-21.9336,-42.6086,66.15,95,97,4.34,overcast clouds
533,Gamba,GA,-2.65,10.0,75.9,91,100,4.79,light rain
534,Ocumare Del Tuy,VE,10.1165,-66.7761,78.93,98,94,2.93,overcast clouds
535,Ustka,PL,54.5805,16.8619,41.68,77,9,12.48,clear sky
536,Bamora,IN,24.0552,78.0909,74.07,52,50,2.37,scattered clouds
537,Tazovskiy,RU,67.4667,78.7,21.85,90,99,19.19,overcast clouds
538,Boa Vista,BR,2.8197,-60.6733,84.18,70,40,8.05,scattered clouds
539,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,95,6.91,overcast clouds
540,Eyemouth,GB,55.8713,-2.0901,51.84,83,16,16.51,few clouds
541,Havelock,US,34.8791,-76.9013,73.92,91,100,6.2,overcast clouds
542,Truro,GB,50.2653,-5.0544,56.55,93,11,8.05,few clouds
543,Melbu,NO,68.5044,14.8297,39.31,95,100,6.87,light snow
544,Castelo Branco,PT,39.8222,-7.4909,48.79,65,27,2.39,scattered clouds
545,Intipuca,SV,13.1969,-88.0544,77.09,90,91,1.3,overcast clouds
546,Wattegama,LK,6.7989,81.4808,79.72,66,73,2.1,broken clouds
547,Chabahar,IR,25.2919,60.643,78.64,71,0,7.45,clear sky
548,Caravelas,BR,-17.7125,-39.2481,76.91,89,100,8.72,overcast clouds
549,Umm Lajj,SA,25.0213,37.2685,75.94,58,0,8.57,clear sky
550,Vyartsilya,RU,62.1764,30.693,33.01,97,100,10.36,snow
551,Lichtenburg,ZA,-26.152,26.1597,55.58,86,20,15.12,few clouds
552,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.46,78,100,4.27,overcast clouds
553,Agadir,MA,30.4202,-9.5982,61.25,70,100,4.07,overcast clouds
554,Diego De Almagro,CL,-26.3667,-70.05,61.57,43,0,0.81,clear sky
555,Pailon,BO,-17.65,-62.75,68.9,32,100,3.69,overcast clouds
556,Harper,LR,4.375,-7.7169,77.32,83,100,7.38,overcast clouds
557,Chlorakas,CY,34.8042,32.4083,61.83,81,3,5.75,clear sky
558,Toamasina,MG,-18.1667,49.3833,73.4,94,75,2.3,light rain
559,Kindu,CD,-2.95,25.95,68.14,99,100,2.53,overcast clouds
560,Puerto Concordia,CO,2.6221,-72.7572,73.56,96,86,2.89,overcast clouds
561,Cap Malheureux,MU,-19.9842,57.6142,75.47,69,74,10.0,broken clouds
562,Maraa,BR,-1.8333,-65.3667,73.87,98,100,2.64,overcast clouds
563,Dakar,SN,14.6937,-17.4441,79.68,72,79,9.13,broken clouds
564,Buritizeiro,BR,-17.3511,-44.9622,73.22,83,98,0.63,overcast clouds
565,Emet,TR,39.343,29.2585,44.58,76,95,9.37,overcast clouds
566,Sant Pere De Ribes,ES,41.2667,1.7667,62.35,73,0,3.0,clear sky
567,Yacuiba,BO,-22.038,-63.6797,63.72,45,0,4.23,clear sky
568,Novosergiyevka,RU,52.0934,53.6528,41.38,66,100,3.13,light rain
569,Saint-Francois,FR,46.4154,3.9054,37.67,100,90,2.3,fog
570,Markala,ML,13.7021,-6.0659,82.81,51,32,8.75,scattered clouds
571,Talcahuano,CL,-36.7167,-73.1167,55.08,88,0,10.36,clear sky
572,Coihaique,CL,-45.5752,-72.0662,46.35,81,90,3.44,light rain
573,Canutama,BR,-6.5339,-64.3831,74.21,97,34,1.03,scattered clouds
574,Solec Kujawski,PL,53.0837,18.2257,35.98,72,0,3.0,clear sky
575,Mantua,IT,45.1667,10.7833,52.7,89,100,2.59,overcast clouds
576,Tukrah,LY,32.5341,20.5791,75.43,45,100,8.99,overcast clouds
577,Vitoria,BR,-20.3194,-40.3378,78.66,83,75,5.75,broken clouds
578,Vacha,RU,55.8008,42.7706,29.34,75,91,12.28,overcast clouds
579,Yarada,IN,17.65,83.2667,80.92,83,40,3.44,mist
580,Bandarbeyla,SO,9.4942,50.8122,77.76,73,8,2.37,clear sky
581,Staryy Nadym,RU,65.6118,72.6842,21.72,86,64,10.47,broken clouds
582,Amapa,BR,1.0,-52.0,72.07,99,45,1.97,scattered clouds
583,Veraval,IN,20.9,70.3667,78.06,71,4,7.34,clear sky
584,Polunochnoye,RU,60.8697,60.4153,29.43,97,100,3.27,light snow
585,Oranjemund,NA,-28.55,16.4333,58.73,75,0,11.05,clear sky
586,Abu Zabad,SD,12.35,29.25,80.67,25,45,9.28,scattered clouds
587,Karachi,PK,24.9056,67.0822,75.02,57,0,9.22,haze
588,Coruripe,BR,-10.1256,-36.1756,76.14,82,34,10.76,scattered clouds
589,Chiredzi,ZW,-21.05,31.6667,63.72,84,100,9.57,light rain
590,Caucaia,BR,-3.7361,-38.6531,81.03,74,75,9.22,broken clouds
591,Suksun,RU,57.1431,57.3949,36.28,95,100,9.55,overcast clouds
592,Quelimane,MZ,-17.8786,36.8883,76.95,88,0,8.05,clear sky
593,Dutse,NG,11.7594,9.3392,75.78,29,99,3.51,overcast clouds
594,Marsh Harbour,BS,26.5412,-77.0636,80.46,79,100,14.54,overcast clouds
595,Maiduguri,NG,11.8464,13.1603,79.75,27,83,3.91,broken clouds
596,Lucea,JM,18.451,-78.1736,82.26,79,50,7.23,scattered clouds
597,La Libertad,EC,-2.2333,-80.9,70.23,85,100,10.71,overcast clouds
598,Skowhegan,US,44.7651,-69.7192,43.84,86,14,3.87,few clouds
599,Port Hawkesbury,CA,45.6169,-61.3485,48.96,86,90,8.01,light rain
600,Sur,OM,22.5667,59.5289,81.45,57,7,9.08,clear sky
601,Novyy Urengoy,RU,66.0833,76.6333,22.42,89,69,15.64,broken clouds
602,Morshansk,RU,53.4435,41.8107,32.27,71,95,15.32,overcast clouds
603,Kirzhach,RU,56.15,38.8667,28.15,91,63,7.25,broken clouds
604,Manzil Salim,TN,35.8567,8.4765,53.6,71,100,21.59,overcast clouds
605,Aberystwyth,GB,52.4155,-4.0829,53.29,88,30,14.79,scattered clouds
606,Sindor,RU,62.8629,51.8905,27.59,79,66,7.2,broken clouds
607,Olinda,BR,-8.0089,-34.8553,82.13,69,75,4.61,broken clouds
608,Port-Gentil,GA,-0.7193,8.7815,78.53,85,100,10.16,light rain
609,Wloclawek,PL,52.6482,19.0678,34.41,79,42,9.55,scattered clouds
610,Nuuk,GL,64.1835,-51.7216,25.41,58,40,16.11,scattered clouds
611,Peterhead,GB,57.5058,-1.7981,50.45,84,67,19.22,broken clouds
612,Nyagan,RU,62.1406,65.3936,30.22,76,100,0.69,overcast clouds
613,Pontal Do Parana,BR,-25.6533,-48.5128,67.73,81,100,5.17,overcast clouds
614,Nantucket,US,41.2835,-70.0995,54.01,77,1,0.0,clear sky
615,Hun,LY,29.1268,15.9477,70.86,56,46,8.21,scattered clouds
616,Santa Rosa,PH,14.3122,121.1114,78.78,66,100,10.25,heavy intensity rain
617,Wum,CM,6.3833,10.0667,64.06,91,46,3.74,scattered clouds
618,Mattru,SL,7.6244,-11.8332,73.63,98,100,2.46,light rain
619,Mazagao,BR,-0.115,-51.2894,82.45,95,10,3.67,clear sky
620,Nidzica,PL,53.3605,20.4275,31.59,86,41,8.77,scattered clouds
621,Betera,ES,39.5833,-0.45,58.86,87,20,5.99,few clouds
622,Surt,LY,31.2089,16.5887,74.91,79,93,11.43,overcast clouds
623,Kathmandu,NP,27.7167,85.3167,64.62,82,20,0.0,mist
624,Villavicencio,CO,4.142,-73.6266,75.65,81,87,3.27,overcast clouds
625,Sechura,PE,-5.5569,-80.8222,65.86,77,64,12.77,broken clouds
626,Durres,AL,41.3231,19.4414,46.58,57,11,9.15,few clouds
627,Waverly,US,42.7392,-84.6208,45.18,93,90,13.8,moderate rain
628,Jevargi,IN,17.0167,76.7667,76.55,57,59,8.66,broken clouds
629,Deer Lake,CA,49.1667,-57.4316,44.46,100,90,0.0,mist
630,Kolyvan,RU,55.3053,82.7391,48.06,70,100,17.9,overcast clouds
631,Pangoa,PE,-12.1167,-73.0,72.5,91,100,2.84,heavy intensity rain
632,Havoysund,NO,70.9963,24.6622,27.48,77,49,17.65,scattered clouds
633,Balaka,MW,-14.9793,34.9558,73.96,41,4,3.49,clear sky
634,Ugljevik,BA,44.6636,19.0203,25.97,79,0,4.29,clear sky
635,Mattawa,US,46.7379,-119.9028,54.05,70,100,8.21,moderate rain
636,Murgab,TM,37.4966,61.9714,42.67,65,78,4.61,broken clouds
637,Salta,AR,-24.7859,-65.4117,68.29,53,0,1.99,clear sky
638,Manavalakurichi,IN,8.1333,77.3,84.29,72,91,3.15,overcast clouds
639,Kinrooi,BE,51.1476,5.7385,48.13,87,40,4.0,scattered clouds
640,Saint-Ambroise,CA,48.5501,-71.3324,42.4,56,83,6.91,broken clouds
641,Pedro Juan Caballero,PY,-22.5472,-55.7333,57.29,83,16,5.21,few clouds
642,Great Yarmouth,GB,52.6083,1.7305,54.23,95,95,12.86,overcast clouds
643,Betafo,MG,-19.8333,46.85,65.62,71,32,3.89,scattered clouds
644,Saint Marys,US,30.7305,-81.5465,77.05,78,90,8.99,overcast clouds
645,Jumilla,ES,38.4792,-1.325,53.04,90,1,0.6,clear sky
646,Shache,CN,38.4167,77.2406,47.73,35,100,2.91,overcast clouds
647,Parfenyevo,RU,58.484,43.4088,26.37,92,30,7.58,scattered clouds
648,Adrar,MR,20.5022,-10.0711,79.65,21,5,8.84,clear sky
649,Tuskegee,US,32.424,-85.6916,69.15,100,100,1.01,overcast clouds
650,Qaqortoq,GL,60.7167,-46.0333,30.7,48,1,7.23,clear sky
651,Kutum,SD,14.2,24.6667,70.92,29,7,9.78,clear sky
652,Borba,BR,-4.3878,-59.5939,76.03,92,77,3.0,broken clouds
653,Balykshi,KZ,47.0667,51.8667,51.8,82,40,8.95,mist
654,Haradok,BY,55.4624,29.9816,30.31,90,85,5.64,overcast clouds
655,Inongo,CD,-1.95,18.2667,70.43,98,92,2.15,moderate rain
656,Savannah Bight,HN,16.45,-85.85,84.0,84,53,26.33,broken clouds
657,Garowe,SO,8.4054,48.4845,72.12,79,19,6.87,few clouds
658,Bermeo,ES,43.4209,-2.7215,55.24,69,51,6.31,broken clouds
659,Winneba,GH,5.3511,-0.6231,79.27,91,59,5.84,broken clouds
660,Kirtipur,NP,27.6667,85.2833,64.33,82,20,0.0,mist
661,Djenne,ML,13.9061,-4.5533,83.07,51,43,5.5,scattered clouds
662,Hambantota,LK,6.1241,81.1185,80.94,94,75,0.0,broken clouds
663,Igarka,RU,67.4667,86.5833,23.34,94,98,13.87,light snow
664,Vodnyy,RU,63.5046,53.4095,25.93,91,100,8.14,overcast clouds
665,Oum Hadjer,TD,13.2954,19.6966,81.46,28,54,7.9,broken clouds
666,Saint-Joseph,RE,-21.3667,55.6167,71.96,78,45,13.38,scattered clouds
667,Hwange,ZW,-18.3693,26.5019,72.59,62,67,4.43,light rain
668,Asfi,MA,32.2994,-9.2372,66.15,77,100,11.01,overcast clouds
669,Abu Samrah,SY,35.3029,37.1841,60.66,70,0,2.42,clear sky
670,Poretskoye,RU,55.1974,46.3291,34.45,91,100,13.62,overcast clouds
671,Turkan,AZ,40.3639,50.215,42.98,100,0,0.0,fog
672,Bom Jesus,BR,-9.0744,-44.3586,76.06,82,76,2.57,broken clouds
673,Stribro,CZ,49.7529,13.0041,39.04,90,24,1.39,few clouds
674,Muzhi,RU,65.3667,64.6667,25.18,83,100,5.03,overcast clouds
675,Pafos,CY,34.7667,32.4167,62.51,72,3,5.75,clear sky
676,Molina,CL,-35.1167,-71.2833,60.53,63,0,3.44,clear sky
677,Ambilobe,MG,-13.2,49.05,73.78,86,7,5.44,clear sky
678,Kuruman,ZA,-27.4524,23.4325,55.99,31,38,15.19,scattered clouds
679,Plymouth,US,41.8334,-70.8328,53.71,85,1,0.0,clear sky
680,Pokhara,NP,28.2333,83.9833,69.55,57,0,2.39,clear sky
681,Bobo Dioulasso,BF,11.1771,-4.2979,75.65,94,0,2.3,clear sky
682,Rurrenabaque,BO,-14.4413,-67.5278,62.87,96,100,3.91,overcast clouds
683,Buraydah,SA,26.326,43.975,66.65,32,0,5.26,clear sky
684,Misasi,TZ,-3.0,33.0833,73.47,67,100,4.21,overcast clouds
685,Stromness,GB,58.965,-3.296,50.25,87,75,15.99,light rain
686,Rincon,US,32.296,-81.2354,76.86,92,90,6.91,overcast clouds
687,Freistadt,AT,48.511,14.5045,40.28,78,9,0.56,clear sky
688,Kralendijk,BQ,12.15,-68.2667,82.38,74,20,11.5,few clouds
689,Autazes,BR,-3.5797,-59.1306,77.09,88,98,2.15,overcast clouds
690,Vallenar,CL,-28.5708,-70.7581,65.37,50,0,3.74,clear sky
691,Shatsk,RU,54.0258,41.7119,32.36,68,97,16.02,overcast clouds
